country,points,price,variety
France,86,25.0,Mondeuse
US,86,14.0,Chardonnay
France,86,26.0,Sauvignon Blanc
US,86,40.0,Pinot Noir
US,86,15.0,Cabernet Sauvignon
Italy,88,70.0,Nebbiolo
Chile,88,20.0,Pinot Noir
France,88,42.0,Gewürztraminer
Uruguay,88,46.0,Red Blend
US,88,65.0,Cabernet Franc
Italy,88,75.0,Nebbiolo
France,88,45.0,Riesling
US,88,13.0,Gewürztraminer
US,88,24.0,Malbec
US,88,22.0,Viognier
US,88,20.0,Zinfandel
US,88,150.0,Cabernet Sauvignon
US,88,22.0,Grenache
US,88,26.0,Pinot Noir
US,88,20.0,Chardonnay
US,88,18.0,Riesling
Bulgaria,88,9.0,Chardonnay
US,88,42.0,Cabernet Sauvignon
Chile,88,15.0,Chardonnay
US,88,22.0,Sauvignon Blanc
France,88,20.0,Bordeaux-style Red Blend
France,88,17.0,Bordeaux-style Red Blend
France,88,15.0,Bordeaux-style Red Blend
France,88,10.0,Bordeaux-style Red Blend
France,88,20.0,Bordeaux-style Red Blend
France,88,15.0,Bordeaux-style Red Blend
France,88,17.0,Bordeaux-style Red Blend
Italy,88,27.0,Nebbiolo
US,88,14.0,Rosé
France,87,23.0,Pinot Noir
US,87,40.0,Cabernet Franc
France,87,12.0,Alsace white blend
Italy,87,13.0,Nero d'Avola
US,87,72.0,Cabernet Sauvignon
Italy,87,11.0,Red Blend
US,87,14.0,Chardonnay
Italy,87,65.0,Red Blend
Chile,87,13.0,Cabernet Sauvignon
Germany,87,15.0,Riesling
Italy,87,19.0,Aglianico
Chile,87,15.0,Cabernet Sauvignon
US,87,40.0,Carmenère
US,87,13.0,Merlot
US,87,34.0,Cabernet Sauvignon
US,87,28.0,Red Blend
Chile,87,11.0,Syrah
France,87,18.0,Pinot Auxerrois
US,87,45.0,Pinot Noir
Italy,87,20.0,Grillo
Spain,87,17.0,Albariño
France,87,18.0,Chardonnay
Moldova,87,11.0,Feteascǎ Regalǎ
Chile,87,15.0,Sauvignon Blanc
Italy,87,30.0,Catarratto
US,87,15.0,Chardonnay
Italy,91,55.0,Sangiovese
US,91,20.0,Merlot
US,91,20.0,Syrah
Australia,91,35.0,Cabernet Sauvignon
Australia,91,65.0,Cabernet Sauvignon
France,91,28.0,Riesling
US,91,72.0,Pinot Noir
US,91,55.0,Pinot Noir
Australia,91,30.0,Cabernet Sauvignon
US,91,32.0,Pinot Noir
Italy,91,25.0,Red Blend
US,91,25.0,Pinot Noir
France,91,36.0,Riesling
Spain,91,32.0,Godello
Italy,91,34.0,Pinot Nero
France,91,25.0,Bordeaux-style Red Blend
France,91,20.0,Bordeaux-style Red Blend
France,91,31.0,Bordeaux-style Red Blend
US,91,18.0,Pinot Blanc
US,91,48.0,Pinot Noir
US,91,40.0,Red Blend
US,91,35.0,Pinot Noir
US,91,45.0,Pinot Noir
Spain,91,32.0,Godello
US,91,46.0,Pinot Noir
US,91,29.0,Sauvignon Blanc
Italy,91,50.0,Sangiovese
France,91,26.0,Gewürztraminer
France,91,45.0,Bordeaux-style Red Blend
France,91,30.0,Bordeaux-style Red Blend
US,85,10.0,Pinot Grigio
Chile,85,12.0,Cabernet Sauvignon-Syrah
France,85,20.0,Rosé
France,85,15.0,Malbec
France,85,12.0,Rosé
Portugal,85,9.0,Portuguese White
France,85,11.0,Sauvignon Blanc
US,85,30.0,Bordeaux-style Red Blend
US,85,18.0,Sauvignon Blanc
Spain,85,16.0,Tempranillo
France,85,10.0,Colombard-Ugni Blanc
France,85,9.0,Rosé
Greece,85,16.0,Malagousia
Spain,85,11.0,Tempranillo
Spain,85,8.0,Garnacha
France,85,11.0,Rhône-style White Blend
Chile,85,15.0,Cabernet Sauvignon
US,85,8.0,Sauvignon Blanc
Chile,85,10.0,Red Blend
Chile,85,13.0,Rosé
US,85,40.0,Cabernet Sauvignon
US,85,20.0,Riesling
US,85,32.0,Chardonnay
Chile,85,26.0,Chardonnay
Portugal,85,14.0,Portuguese White
Chile,85,11.0,Chardonnay
US,85,20.0,Riesling
US,89,26.0,Grenache
US,89,25.0,Cabernet Sauvignon
US,89,16.0,Pinot Grigio
France,89,16.0,Chardonnay-Sauvignon Blanc
US,89,20.0,Pinot Grigio
Austria,89,15.0,White Blend
Austria,89,15.0,Grüner Veltliner
Italy,89,20.0,Nero d'Avola
US,89,40.0,Malbec
US,89,24.0,Cabernet Sauvignon
Italy,89,50.0,Aglianico
US,89,40.0,Pinot Noir
US,89,25.0,Syrah
US,89,60.0,Pinot Noir
US,89,45.0,Zinfandel
Spain,89,16.0,Sherry
Italy,89,19.0,Turbiana
US,89,45.0,Pinot Noir
Spain,89,19.0,Albariño
US,89,42.0,Rosé
US,89,40.0,Montepulciano
Italy,89,24.0,White Blend
US,89,18.0,Red Blend
US,89,38.0,Grenache
US,89,35.0,Red Blend
Spain,89,20.0,Sparkling Blend
Austria,89,13.0,Grüner Veltliner
Germany,92,30.0,Riesling
Germany,92,38.0,Riesling
US,92,125.0,Cabernet Sauvignon
Spain,92,70.0,Tempranillo
US,92,60.0,Pinot Noir
US,92,19.0,Pinot Gris
US,92,55.0,Pinot Noir
US,92,95.0,Bordeaux-style Red Blend
US,92,26.0,Grenache
France,92,36.0,Gewürztraminer
France,92,54.0,Gewürztraminer
France,92,48.0,Gewürztraminer
Italy,92,20.0,Nerello Mascalese
US,92,52.0,Pinot Noir
Italy,92,59.0,Red Blend
Argentina,92,45.0,Malbec
Italy,92,149.0,Red Blend
France,92,25.0,Gewürztraminer
US,92,32.0,Syrah
US,92,30.0,Viognier
US,92,50.0,Tannat
Italy,92,24.0,Carricante
Italy,92,43.0,Fiano
New Zealand,92,61.0,Syrah
US,92,60.0,Pinot Noir
Italy,92,34.0,Nerello Mascalese
New Zealand,92,44.0,Pinot Noir
US,92,48.0,Pinot Noir
France,92,60.0,Gewürztraminer
US,92,44.0,Pinot Noir
US,87,50.0,Cabernet Franc
Spain,87,17.0,Albariño
US,87,30.0,Pinot Noir
Spain,87,14.0,Sparkling Blend
US,87,90.0,Bordeaux-style Red Blend
US,87,28.0,Chardonnay
Israel,87,36.0,Bordeaux-style Red Blend
Germany,87,30.0,Riesling
Portugal,87,14.0,Portuguese White
US,87,25.0,Malbec
US,87,36.0,Pinot Noir
Portugal,87,14.0,Alfrocheiro
Portugal,87,10.0,Portuguese White
Italy,87,30.0,Barbera
US,87,40.0,Pinot Noir
Portugal,87,14.0,Portuguese White
Israel,87,45.0,Cabernet Sauvignon
France,87,18.0,Pinot Noir-Gamay
Spain,87,20.0,Albariño
Spain,87,8.0,Garnacha
Spain,87,9.0,Garnacha
US,87,10.0,Red Blend
Italy,87,25.0,Nebbiolo
Argentina,87,15.0,Malbec
Portugal,87,12.0,Portuguese Red
France,87,30.0,Champagne Blend
France,87,18.0,Rosé
US,87,26.0,Zinfandel
Italy,88,55.0,Nebbiolo
France,88,19.0,Riesling
France,88,50.0,Pinot Noir
US,88,25.0,Syrah
Chile,88,22.0,Malbec
US,88,25.0,Syrah
US,88,32.0,Syrah
Italy,88,70.0,Nebbiolo
Chile,88,20.0,Pinot Noir
France,88,42.0,Gewürztraminer
Uruguay,88,46.0,Red Blend
US,88,65.0,Cabernet Franc
Italy,88,75.0,Nebbiolo
Bulgaria,88,9.0,Chardonnay
US,88,50.0,Cabernet Sauvignon
Italy,88,80.0,Nebbiolo
Slovenia,88,36.0,Malvasia
Italy,88,50.0,Nebbiolo
Italy,88,88.0,Nebbiolo
Uruguay,88,17.0,Tannat
Portugal,88,12.0,Portuguese Red
US,88,30.0,Red Blend
Chile,88,22.0,Carmenère
US,88,55.0,Cabernet Sauvignon
US,88,48.0,Chardonnay
Hungary,88,12.0,Grüner Veltliner
Italy,88,25.0,Nebbiolo
South Africa,88,20.0,Champagne Blend
US,88,25.0,Rosé
US,88,25.0,Sauvignon Blanc
France,86,13.0,Bordeaux-style Red Blend
US,86,45.0,Grenache
US,86,24.0,Pinot Noir
US,86,30.0,Rhône-style Red Blend
Chile,86,10.0,Sauvignon Blanc
Italy,86,31.0,Turbiana
Italy,86,16.0,Pinot Grigio
US,86,35.0,Cabernet Sauvignon
US,86,15.0,Chardonnay
Italy,86,15.0,Teroldego Rotaliano
US,86,25.0,Cabernet Franc
Chile,86,10.0,Sauvignon Blanc
Italy,86,9.0,Turbiana
US,86,12.0,Zinfandel
US,86,13.0,Chardonnay
Italy,86,15.0,Pinot Grigio
US,86,55.0,Pinot Noir
US,86,26.0,Zinfandel
Italy,86,13.0,Garganega
Italy,86,18.0,Red Blend
US,86,55.0,Pinot Noir
France,86,17.0,Merlot
France,86,11.0,Bordeaux-style Red Blend
France,86,24.0,Bordeaux-style Red Blend
US,86,32.0,Pinot Noir
Portugal,86,8.0,Portuguese Red
Germany,86,24.0,Spätburgunder
US,86,60.0,Meritage
France,86,25.0,Mondeuse
US,86,14.0,Chardonnay
US,86,14.0,Cabernet Franc
France,86,22.0,Pinot Noir
France,86,15.0,Sauvignon Blanc
France,86,16.0,Pinot Noir-Gamay
France,86,28.0,Sauvignon Blanc
US,86,20.0,Chardonnay
US,86,25.0,Chardonnay
US,86,44.0,Sangiovese-Cabernet Sauvignon
Spain,86,20.0,Listán Negro
US,86,12.0,Pinot Gris
US,86,25.0,Pinot Noir
US,86,15.0,Chardonnay
US,86,26.0,Red Blend
Spain,86,12.0,White Blend
Spain,86,10.0,Garnacha
Italy,86,21.0,Red Blend
US,86,50.0,Merlot
US,86,28.0,White Blend
US,86,40.0,Cabernet Sauvignon
US,86,25.0,Malbec
France,86,30.0,Sauvignon Blanc
Spain,86,23.0,Grenache Blanc
Spain,86,15.0,Red Blend
France,86,17.0,Rosé
US,86,29.0,Chardonnay
Spain,86,16.0,Albariño
US,94,65.0,Syrah
France,94,140.0,Viognier
US,94,89.0,Cabernet Sauvignon
US,94,60.0,Cabernet Sauvignon
US,94,55.0,Chardonnay
France,94,140.0,Syrah
US,94,22.0,Riesling
France,94,100.0,Pinot Noir
France,94,294.0,Pinot Noir
France,94,195.0,Pinot Noir
US,94,45.0,Red Blend
France,94,130.0,Pinot Noir
Italy,94,65.0,Red Blend
Spain,94,350.0,Tempranillo Blend
France,94,140.0,Chardonnay
France,94,100.0,Syrah
Spain,94,300.0,Tempranillo
US,94,38.0,Syrah-Petite Sirah
France,94,175.0,Pinot Noir
US,94,27.0,Primitivo
France,94,166.0,Pinot Noir
US,94,39.0,Bordeaux-style Red Blend
Spain,94,70.0,Tinta de Toro
France,94,300.0,Chardonnay
US,94,45.0,Cabernet Sauvignon
France,94,100.0,Pinot Noir
Italy,94,70.0,Aglianico
France,93,105.0,Chardonnay
France,93,226.0,Pinot Noir
US,89,38.0,Grenache
US,89,35.0,Red Blend
Spain,89,20.0,Sparkling Blend
Austria,89,13.0,Grüner Veltliner
US,89,20.0,Barbera
New Zealand,89,20.0,Riesling
Spain,89,50.0,Tempranillo
New Zealand,89,20.0,Pinot Gris
New Zealand,89,14.0,Sauvignon Blanc
US,89,40.0,Bordeaux-style Red Blend
Argentina,89,20.0,Malbec
US,89,24.0,Zinfandel
US,89,23.0,Sauvignon Blanc
Argentina,89,19.0,Bonarda
Italy,89,25.0,Turbiana
US,89,34.0,Sparkling Blend
US,89,25.0,Sangiovese
US,89,35.0,Petite Sirah
Austria,89,13.0,Zweigelt
US,89,65.0,Cabernet Sauvignon
Italy,89,14.0,Garganega
Austria,89,17.0,Pinot Blanc
Austria,89,14.0,Zweigelt
Italy,89,20.0,Nero d'Avola
Spain,89,13.0,Palomino
US,89,16.0,Rosé
US,89,16.0,Sauvignon Blanc
France,87,18.0,Pinot Blanc
Italy,87,23.0,Carricante
Australia,87,12.0,Chardonnay
Chile,87,17.0,Chardonnay
US,87,30.0,Chardonnay
Germany,87,11.0,Riesling
US,87,19.0,Pinot Noir
US,87,12.0,Zinfandel
US,87,35.0,Cabernet Franc
US,86,22.0,Chardonnay
US,86,14.0,Malbec
US,86,35.0,Cabernet Sauvignon
US,86,23.0,Cabernet Sauvignon
US,86,19.0,Sauvignon Blanc
Chile,86,23.0,Pinot Noir
Italy,86,17.0,Falanghina
Spain,86,15.0,Sparkling Blend
US,86,36.0,Cabernet Sauvignon
US,86,8.0,Merlot
Chile,86,17.0,Carmenère
Romania,86,7.0,Chardonnay
France,86,10.0,Rosé
US,86,14.0,Sauvignon Blanc
US,86,11.0,Cabernet Sauvignon
US,86,25.0,Barbera
US,86,32.0,Syrah
US,86,31.0,Merlot
Chile,86,11.0,Chardonnay
US,86,18.0,Chardonnay
France,86,19.0,Pinot Noir
US,91,15.0,Pinot Noir
US,91,38.0,Rhône-style Red Blend
US,91,35.0,Pinot Noir
US,91,20.0,Pinot Gris
US,91,22.0,Zinfandel
Italy,91,38.0,Red Blend
Italy,91,60.0,White Blend
US,91,70.0,Cabernet Sauvignon
US,91,27.0,Pinot Noir
Spain,91,19.0,Mencía
Australia,91,18.0,Chardonnay
US,91,40.0,Pinot Noir
Australia,91,25.0,Red Blend
US,91,38.0,Syrah
Spain,91,40.0,Tempranillo Blend
Australia,91,40.0,Shiraz
Spain,91,48.0,Tempranillo Blend
France,91,30.0,Bordeaux-style Red Blend
France,91,35.0,Bordeaux-style Red Blend
France,91,35.0,Bordeaux-style Red Blend
France,91,20.0,Bordeaux-style Red Blend
France,91,23.0,Bordeaux-style Red Blend
Italy,91,55.0,Red Blend
Italy,91,60.0,Sangiovese
US,91,20.0,Cabernet Sauvignon
France,91,17.0,Bordeaux-style Red Blend
France,91,29.0,Bordeaux-style Red Blend
France,91,13.0,Bordeaux-style Red Blend
France,91,25.0,Pinot Noir
France,85,12.0,Bordeaux-style White Blend
US,85,19.0,Rosé
US,85,17.0,Pinot Gris
France,85,18.0,Red Blend
France,85,11.0,White Blend
France,85,10.0,Rosé
US,85,25.0,Merlot
US,85,10.0,Sauvignon Blanc
Chile,85,12.0,Red Blend
Spain,84,16.0,Tempranillo Blend
Spain,84,13.0,Tempranillo Blend
US,84,24.0,Cabernet Sauvignon
US,84,15.0,Chardonnay
France,84,11.0,Rosé
France,84,12.0,Colombard-Sauvignon Blanc
Chile,84,12.0,Sauvignon Blanc
Chile,84,10.0,Viognier-Chardonnay
Spain,84,13.0,Sauvignon Blanc
France,84,11.0,Rosé
US,84,12.0,Pinot Noir
US,84,40.0,Cabernet Franc
US,84,65.0,Cabernet Sauvignon
France,84,13.0,Bordeaux-style Red Blend
Chile,84,8.0,Merlot
France,84,14.0,Malbec-Merlot
Spain,84,16.0,Verdejo
France,84,10.0,Sauvignon Blanc
France,84,16.0,Rosé
Spain,84,17.0,Albariño
US,87,20.0,Syrah
US,87,20.0,Chardonnay
Germany,87,16.0,Riesling
US,87,23.0,Rhône-style White Blend
Germany,87,20.0,Riesling
Australia,87,14.0,Pinot Noir
US,87,20.0,Pinot Noir
Germany,87,11.0,Gewürztraminer
France,87,18.0,Chardonnay
US,87,28.0,Sauvignon Blanc
Portugal,87,12.0,Portuguese Red
France,87,30.0,Champagne Blend
France,87,18.0,Rosé
US,87,26.0,Zinfandel
US,87,13.0,Merlot
US,87,24.0,Red Blend
Italy,87,35.0,Barbera
Argentina,87,15.0,Cabernet Sauvignon
US,87,10.0,Red Blend
Italy,87,25.0,Nebbiolo
Argentina,87,15.0,Malbec
Germany,87,43.0,St. Laurent
Spain,87,13.0,Tempranillo
Germany,86,18.0,Rosé
Spain,86,12.0,Tempranillo
Argentina,86,27.0,Red Blend
Spain,86,30.0,Tempranillo Blend
US,86,45.0,Chardonnay
US,92,45.0,Chardonnay
Germany,92,44.0,Riesling
US,92,60.0,Pinot Noir
US,92,27.0,Grenache Blanc
France,92,27.0,Gewürztraminer
France,92,46.0,Pinot Gris
US,92,90.0,Pinot Noir
US,92,48.0,Pinot Noir
US,92,64.0,Chardonnay
Portugal,92,25.0,Portuguese White
US,92,25.0,Chardonnay
France,92,57.0,Riesling
US,92,35.0,Chardonnay
Italy,92,23.0,White Blend
France,92,28.0,Gewürztraminer
US,92,125.0,Cabernet Sauvignon
Israel,92,40.0,Cabernet Franc
Italy,92,54.0,Nerello Mascalese
Italy,92,44.0,Chardonnay
US,92,22.0,Sauvignon Blanc
US,92,36.0,Pinot Noir
US,92,25.0,Riesling
US,92,25.0,Rhône-style Red Blend
Argentina,92,60.0,Malbec
US,92,35.0,Pinot Noir
US,92,49.0,Red Blend
Italy,92,30.0,Red Blend
Italy,92,80.0,Red Blend
Spain,92,24.0,Albariño
Argentina,92,40.0,Malbec
France,88,25.0,Riesling
US,88,48.0,Cabernet Sauvignon
US,88,30.0,Cabernet Franc
Italy,88,39.0,Nebbiolo
France,88,15.0,Bordeaux-style Red Blend
France,88,40.0,Bordeaux-style Red Blend
France,88,25.0,Bordeaux-style Red Blend
France,88,17.0,Merlot
France,88,35.0,Bordeaux-style Red Blend
France,88,22.0,Bordeaux-style Red Blend
US,88,25.0,Zinfandel
Italy,88,48.0,Nebbiolo
US,88,25.0,Chardonnay
France,88,20.0,Riesling
US,88,35.0,Syrah
US,88,45.0,Cabernet Franc
Italy,88,39.0,Nebbiolo
US,88,35.0,Chardonnay
US,88,30.0,Pinot Noir
US,88,35.0,Bordeaux-style Red Blend
Italy,88,21.0,Nebbiolo
France,88,40.0,Bordeaux-style Red Blend
France,88,18.0,Bordeaux-style Red Blend
US,88,30.0,Cabernet Sauvignon
Chile,88,20.0,Cabernet Sauvignon
US,88,19.0,Syrah
US,88,15.0,Red Blend
US,88,15.0,Cabernet Sauvignon
US,88,39.0,Red Blend
Turkey,86,15.0,Kuntra
US,86,18.0,Bordeaux-style White Blend
US,86,42.0,Pinot Noir
France,86,30.0,Sauvignon Blanc
France,86,16.0,Sauvignon Blanc
France,86,20.0,Jacquère
US,86,18.0,Viognier
France,86,15.0,Sauvignon Blanc
France,86,24.0,Cabernet Franc
France,86,27.0,Sauvignon Blanc
France,86,26.0,Sauvignon Blanc
France,86,22.0,Chardonnay
US,86,17.0,Pinot Noir
France,86,25.0,Sauvignon Blanc
US,86,52.0,Pinot Noir
US,86,14.0,Tempranillo
France,86,24.0,Rosé
US,86,28.0,Pinot Noir
Spain,86,11.0,Tempranillo
Spain,86,15.0,Red Blend
US,86,13.0,Pinot Gris
Italy,86,40.0,Red Blend
France,86,13.0,Rosé
Spain,86,30.0,White Blend
France,86,20.0,Chardonnay
France,86,24.0,Sauvignon Blanc
US,86,22.0,Bordeaux-style Red Blend
US,86,32.0,Malbec
Serbia,86,15.0,Portuguiser
Spain,86,13.0,Tempranillo Blend
France,86,22.0,Chardonnay
US,86,29.0,Cabernet Sauvignon
US,86,27.0,Chardonnay
Portugal,86,26.0,Portuguese Red
US,86,20.0,Chardonnay
US,86,22.0,Sauvignon Blanc
Italy,86,13.0,Sauvignon
US,86,42.0,Chardonnay
France,86,30.0,Pinot Noir
Italy,86,29.0,Pinot Grigio
US,86,22.0,Chardonnay
US,86,125.0,Cabernet Sauvignon
Italy,86,10.0,White Blend
Italy,86,11.0,Garganega
US,86,30.0,Pinot Noir
Italy,86,29.0,Garganega
US,86,18.0,White Blend
Chile,86,12.0,Sauvignon Blanc
Italy,86,14.0,Red Blend
Chile,86,10.0,Cabernet Sauvignon
Italy,86,27.0,Garganega
Chile,86,15.0,Merlot
US,86,11.0,Chardonnay
US,86,17.0,Zinfandel
US,86,23.0,Pinot Noir
US,86,27.0,Merlot
Portugal,86,12.0,Loureiro
US,86,20.0,Cabernet Sauvignon
US,86,40.0,Chardonnay
US,89,24.0,Sémillon
US,89,30.0,Merlot
US,89,30.0,Pinot Noir
Austria,89,21.0,Zweigelt
US,89,32.0,Syrah
Italy,89,20.0,Nero d'Avola
Spain,89,13.0,Palomino
US,89,16.0,Rosé
US,89,16.0,Sauvignon Blanc
Italy,89,39.0,White Blend
Italy,89,28.0,Friulano
US,89,18.0,Sauvignon Blanc
Austria,89,17.0,Grüner Veltliner
France,89,17.0,Malbec
Austria,89,19.0,Zweigelt
Italy,89,20.0,Falanghina
US,89,49.0,Chardonnay
Spain,89,18.0,Sparkling Blend
US,89,56.0,Pinot Noir
US,89,44.0,Pinot Noir
New Zealand,89,30.0,Chardonnay
US,89,29.0,Cabernet Sauvignon
New Zealand,89,17.0,Sauvignon Blanc
Argentina,89,17.0,Bonarda
Spain,89,20.0,Palomino
France,89,17.0,Rosé
France,89,20.0,Sauvignon Blanc
Italy,86,13.0,White Blend
France,86,12.0,Alsace white blend
US,86,14.0,Pinot Gris
France,86,29.0,Pinot Noir
Italy,86,11.0,Sauvignon
US,86,45.0,Chardonnay
US,86,16.0,Pinot Gris
Spain,86,14.0,Garnacha
US,86,22.0,Rhône-style Red Blend
Chile,86,11.0,Merlot
Chile,86,12.0,Red Blend
Slovenia,86,7.0,Pinot Grigio
Spain,86,9.0,Verdejo-Viura
US,86,30.0,Malbec
Chile,86,15.0,Pinot Noir
US,86,22.0,Sauvignon Blanc
Romania,86,9.0,Pinot Noir
Romania,86,7.0,Pinot Grigio
US,86,35.0,Cabernet Sauvignon
France,86,19.0,Pinot Blanc
Italy,86,28.0,Fiano
France,86,10.0,Rosé
France,86,10.0,Rosé
Spain,86,12.0,Viura
Spain,86,13.0,Tempranillo
Chile,86,11.0,Cabernet Sauvignon
Germany,86,12.0,Riesling
US,91,40.0,Red Blend
France,91,35.0,Gewürztraminer
Spain,91,29.0,Sparkling Blend
US,91,35.0,Pinot Noir
US,91,23.0,Tempranillo
US,91,35.0,Pinot Noir
France,91,90.0,Riesling
France,91,48.0,Riesling
US,91,30.0,Pinot Noir
Australia,91,120.0,Shiraz
Italy,91,32.0,Red Blend
US,91,38.0,Pinot Noir
US,91,64.0,Cabernet Sauvignon
Italy,91,60.0,Red Blend
US,91,38.0,Mourvèdre
US,91,16.0,Zinfandel
US,91,37.0,Grenache
US,91,55.0,Pinot Noir
US,91,48.0,Pinot Noir
US,91,34.0,Rhône-style Red Blend
US,91,65.0,Pinot Noir
US,91,48.0,Grenache
Italy,91,42.0,Sangiovese
US,91,45.0,Pinot Noir
Italy,91,69.0,Sangiovese
Italy,91,105.0,Sangiovese
US,91,48.0,Pinot Noir
Australia,91,25.0,Cabernet Sauvignon
Italy,91,90.0,Sangiovese
France,93,128.0,Pinot Noir
US,93,48.0,Pinot Noir
France,93,70.0,Chardonnay
France,93,280.0,Pinot Noir
France,93,380.0,Chardonnay
Italy,93,50.0,White Blend
US,93,85.0,Cabernet Sauvignon
US,93,50.0,Pinot Noir
US,93,50.0,Bordeaux-style Red Blend
US,93,61.0,Chardonnay
US,93,25.0,Malbec
Italy,93,102.0,Nerello Mascalese
France,93,100.0,Viognier
France,93,135.0,Syrah
Spain,93,90.0,Red Blend
France,93,43.0,Rhône-style Red Blend
US,93,32.0,Merlot
France,93,280.0,Pinot Noir
France,93,740.0,Pinot Noir
France,93,85.0,Chardonnay
Italy,93,90.0,Aglianico
France,93,120.0,Rhône-style White Blend
Italy,93,60.0,Red Blend
US,93,28.0,Zinfandel
France,93,75.0,Pinot Noir
Spain,93,65.0,Tempranillo
Spain,93,55.0,Grenache-Carignan
France,93,80.0,Chardonnay
France,93,108.0,Rhône-style White Blend
France,93,95.0,Chardonnay
Portugal,86,15.0,Syrah
Portugal,86,9.0,Portuguese Red
Argentina,86,15.0,Torrontés
Argentina,86,25.0,Red Blend
Spain,86,25.0,Tempranillo Blend
France,86,10.0,Colombard
Portugal,86,10.0,Touriga Nacional-Cabernet Sauvignon
US,86,35.0,Petite Sirah
US,86,50.0,Chardonnay
US,86,16.0,Pinot Gris
US,86,30.0,Viognier
Italy,86,27.0,Barbera
France,86,60.0,Chardonnay
Portugal,86,10.0,Portuguese White
Italy,86,29.0,Barbera
US,86,14.0,Chardonnay
Portugal,86,13.0,Touriga Nacional
Portugal,86,15.0,Portuguese Red
Germany,86,15.0,Riesling
France,86,12.0,Malbec
Spain,86,16.0,Albariño
Germany,86,15.0,Gewürztraminer
US,86,20.0,Sangiovese
US,86,12.0,Moscato
France,86,11.0,Sauvignon Blanc
Italy,86,17.0,Barbera
Germany,86,15.0,Riesling
France,86,29.0,Chardonnay
Spain,86,26.0,White Blend
US,86,30.0,Chardonnay
Chile,84,23.0,Pinot Noir
Spain,84,15.0,Tinto del Pais
Spain,84,10.0,Tempranillo
Italy,84,55.0,Sangiovese
France,84,18.0,Malbec
US,84,15.0,Chardonnay
Spain,84,9.0,Monastrell
US,84,20.0,Petite Sirah
US,84,10.0,Pinot Grigio
Portugal,84,10.0,Portuguese White
Portugal,84,10.0,Portuguese White
France,84,12.0,Rosé
Spain,84,13.0,Rosado
US,84,15.0,Zinfandel
US,84,12.0,Chardonnay
US,84,35.0,Cabernet Sauvignon
US,84,10.0,Riesling
Italy,84,13.0,Red Blend
France,84,14.0,Chardonnay
US,84,36.0,Merlot
France,84,13.0,Malbec
US,84,18.0,Rosé
France,84,12.0,Bordeaux-style Red Blend
US,84,15.0,Chardonnay
Chile,84,14.0,Carmenère
Italy,84,30.0,Sangiovese
Portugal,84,9.0,Portuguese Red
Spain,84,38.0,Tempranillo Blend
France,84,12.0,Rosé
Italy,92,195.0,Carricante
US,92,45.0,Pinot Noir
Israel,92,25.0,Red Blend
France,92,42.0,Gewürztraminer
France,92,30.0,Gewürztraminer
US,92,45.0,Zinfandel
US,92,135.0,Cabernet Sauvignon
US,92,32.0,Zinfandel
US,92,55.0,Pinot Noir
France,92,53.0,Gewürztraminer
US,92,25.0,Grenache
US,92,75.0,Red Blend
US,92,65.0,Cabernet Sauvignon
US,92,42.0,Tempranillo
Italy,92,41.0,Nerello Mascalese
US,92,38.0,Zinfandel
US,92,90.0,Cabernet Sauvignon
US,92,39.0,Chardonnay
US,92,40.0,Pinot Noir
Germany,92,70.0,Riesling
US,92,30.0,Chardonnay
US,92,85.0,Pinot Noir
Italy,92,42.0,Red Blend
Italy,92,25.0,Nerello Cappuccio
Germany,92,92.0,Riesling
Argentina,92,40.0,Malbec
New Zealand,91,50.0,Red Blend
Germany,91,69.0,Riesling
New Zealand,91,50.0,Bordeaux-style Red Blend
US,91,39.0,Pinot Noir
France,86,24.0,Cabernet Franc
France,86,27.0,Sauvignon Blanc
France,86,26.0,Sauvignon Blanc
France,86,22.0,Chardonnay
US,86,22.0,Bordeaux-style Red Blend
US,86,32.0,Malbec
Serbia,86,15.0,Portuguiser
Spain,86,13.0,Tempranillo Blend
France,86,29.0,Rosé
US,86,56.0,Sangiovese
Spain,86,15.0,Sparkling Blend
France,86,23.0,Sauvignon Blanc
Spain,86,9.0,Tempranillo
France,86,20.0,Red Blend
Italy,86,45.0,Sangiovese
US,86,16.0,Pinot Noir
Spain,86,23.0,Grenache-Carignan
US,86,55.0,Pinot Noir
US,86,23.0,Merlot
Spain,86,15.0,Tempranillo
US,86,13.0,Sauvignon Blanc
US,86,22.0,Vermentino
US,86,13.0,Cabernet Sauvignon
US,86,38.0,Tempranillo
US,86,40.0,Chardonnay
US,86,35.0,Syrah
Spain,85,9.0,Garnacha-Syrah
Spain,85,9.0,Garnacha
France,85,12.0,Chardonnay
US,88,30.0,Syrah
US,88,30.0,Chardonnay
Italy,88,21.0,Nebbiolo
US,88,22.0,Sauvignon Blanc
US,88,28.0,Chardonnay
Romania,88,9.0,Chardonnay
Portugal,88,18.0,Portuguese Red
US,88,25.0,Cabernet Sauvignon
Uruguay,88,20.0,Tannat
US,88,25.0,Chardonnay
Chile,88,17.0,Carmenère
France,88,42.0,Pinot Noir
France,88,10.0,Gewürztraminer
Italy,88,19.0,Nebbiolo
US,88,17.0,Sauvignon Blanc
US,88,16.0,Pinot Gris
US,88,50.0,Cabernet Sauvignon
US,88,18.0,Chardonnay
US,88,28.0,Grenache
France,88,20.0,Bordeaux-style Red Blend
France,88,30.0,Bordeaux-style Red Blend
France,88,24.0,Bordeaux-style Red Blend
